,output
419,-14.147239888496983
420,-5.971063649835401
421,-14.147239888496983
422,-0.43581093768767687
423,4.374462103160283
424,27.218008034759094
425,101.76831533973521
426,145.21753810792939
427,168.60782848807972
428,178.1306276731699
429,194.98755639764155
430,201.87413216995728
431,155.36286995397415
432,149.82761724182643
433,147.19139382905198
434,145.21753810792939
435,118.01793647758483
436,123.43418149475907
437,111.14110336837668
438,103.6897812351605
439,37.86852550143945
440,14.465058888533974
441,14.091173666459639
442,4.6763256109994416
443,19.55939861434848
444,8.484193076313602
445,75.04022923262202
446,151.2459466308114
447,178.7083541477548
448,178.7083541477548
449,62.21917040071037
450,35.71619625235229
451,35.71619625235229
452,28.465477921069777
453,30.180943540204538
454,60.89885080201762
455,92.51280256169379
456,92.51280256169379
457,61.02598320997251
458,21.809108331811245
459,44.29676454043843
460,139.83839675780695
461,119.20316024461633
462,118.17119499248733
463,98.82085883190314
464,91.9697023056737
465,78.18562231871252
466,79.50594191740525
467,69.25816306101531
468,94.86873160504696
469,116.25995125101261
470,155.1539066284735
471,171.2653037288163
472,173.6846163438969
473,198.01354086418146
474,216.04355742607288
475,213.76822024340586
476,215.3469299440864
477,212.98702209756877
478,195.13524075842554
479,162.85141746400978
480,153.50359717280844
481,134.20923221113966
482,131.47497757263105
483,117.23614863881731
484,129.50614031426016
485,105.87397139897591
486,103.23774798620146
487,103.23774798620146
488,61.851828957508076
489,91.55819479700747
490,54.28579320416182
491,46.233324774213116
492,72.07834701553033
493,120.18387745342937
494,142.90854381306846
495,127.80088789855517
496,186.74490704133146
497,194.76147929151037
498,212.76049239192653
499,197.39770270428482
500,196.07738310559208
501,164.26770234135046
502,218.84090228096505
503,190.92394397501664
504,69.67646711783883
505,89.69242729893423
506,83.76202856634445
507,88.3721077002415
508,37.243094236890954
509,59.53113527179403
510,102.85281516918917
511,102.70280401274044
512,80.2675312165644
513,77.4875096121646
514,113.22696847022091
515,177.88051236279318
516,185.1312306940757
517,201.44578163683235
518,204.0614530967777
519,218.76187509276758
520,234.77936035859076
521,248.74167556830017
522,244.1271806497921
523,238.8547338242432
524,238.8547338242432
525,226.4296490109204
526,199.46751013109875
527,204.0820050496068
528,195.2215735561685
529,175.90224085705958
530,175.90224085705958
531,121.63602649827426
532,95.80854715654876
533,95.80854715654876
534,89.07198254068177
535,59.35915646073698
536,54.79664147294352
537,29.21884090283612
538,51.30668803078828
539,67.9260258817232
540,74.81260165403894
541,56.841940742935975
542,53.48073765886181
543,62.25818576011025
544,63.137592372469754
545,94.23751853974419
546,118.49941529576984
547,118.49941529576984
548,103.60589078377461
549,103.60589078377461
550,76.12797386337029
551,19.344828115912378
552,31.295143634303884
553,46.12623670693836
554,29.21884090283612
555,1.8720075112186123
556,3.1879113253003197
557,-5.014568261097139
558,-5.014568261097139
559,18.117332017065394
560,18.117332017065394
561,-1.1770329446033827
562,-7.276906451797231
563,12.582079304917698
564,7.802525396416598
565,59.65651853106684
566,95.25217919749784
567,100.88546313537972
568,96.07519009453173
569,96.66611423731372
570,110.92991090856756
571,95.350210423232
572,121.97532047240911
573,133.45909553926316
574,107.72964742327181
575,91.77593359284813
576,89.13971018007368
577,80.20783513776546
578,95.78753562310101
579,60.00818473241151
580,57.962885462419024
581,62.08448746387924
582,40.9385308049207
583,38.89323153492822
584,36.816928803460456
585,90.34015902143771
586,122.22128333454921
587,133.0807855621722
588,134.85997349893205
589,167.83246783273555
590,181.39522123739187
591,192.81934426006097
592,226.95472219826004
593,213.70958642336626
594,217.20721197899186
595,208.07630248548438
596,185.2077888164455
597,203.92839713628828
598,192.66933310361222
599,193.98965270230497
600,189.42700959149772
601,181.88248191214112
602,178.9153429270813
603,166.8393037214065
604,138.42950161618472
605,122.22610901414295
606,138.42950161618472
607,109.7623486258745
608,91.73233206398304
609,109.7623486258745
610,139.18548474895977
611,154.0685577523088
612,160.95513352462456
613,175.8382065279736
614,188.95224670981256
615,205.15563931185437
616,223.18565587374582
617,226.54685895782
618,245.24249954022267
619,233.19910018545838
620,252.67569163807616
621,166.03122150530874
622,166.03122150530874
623,160.97568547745365
624,177.17907807949544
625,160.21970234467864
626,169.00760195457326
627,125.80038584452683
628,123.6513039538934
629,71.10068333725664
630,52.031029409765836
631,7.753172472644735
632,4.391969388570573
633,54.995746477359205
634,104.91014368122151
635,112.20662897839522
636,141.62976510148047
637,162.29600507614637
638,180.92474601730396
639,197.88412175212076
640,198.44404243342748
641,202.4005363271202
642,212.7034233200703
643,198.3000670010139
644,205.85226679384087
645,182.07008672210782
646,160.95513352462456
647,160.95513352462456
648,152.92321704750495
649,110.51350607905579
650,144.788847146794
651,143.4729433327123
652,143.4729433327123
653,132.0907522138482
654,159.40923341615246
655,173.154637828168
656,167.02078885976795
657,186.8403901959986
658,189.2657385351144
659,206.810002688678
660,219.2605868441913
661,238.68345488831918
662,242.39811936465242
663,238.80246258329262
664,244.84843544120827
665,243.4300846167814
666,248.15028287449397
667,237.58784632380443
668,246.51972136611263
669,250.95156527726147
670,236.8628666525047
671,223.67738292179584
672,202.28616327583018
673,182.935827115246
674,182.935827115246
675,182.935827115246
676,137.9066871590893
677,164.52412509479606
678,154.0386362122612
679,151.99333694226874
680,176.22423023681912
681,215.17016554499457
682,229.21263563394353
683,249.20721586406307
684,240.66185451706656
685,237.19820442264717
686,245.4677117733035
687,263.79363564262087
688,270.5052325210478
689,280.9830492901122
690,260.07921844190963
691,248.2096385252825
692,260.07921844190963
693,189.83420336265226
694,168.02262268318248
695,145.51428639871241
696,145.61231762444658
697,193.64677094170588
698,145.61231762444658
699,170.53983840098346
700,145.61231762444658
701,137.65305218347882
702,161.5099321329411
703,182.90556756351776
704,168.39650790525684
705,178.78396556205752
706,181.23428163861342
707,182.55018545269513
708,183.27958090860588
709,191.48206049500337
710,190.06370967057646
711,62.173734248867845
712,46.18134484349849
713,20.04362359208443
714,12.582079304917698
715,12.582079304917698
716,8.96841805404955
717,3.6502042626094635
718,10.38676887847646
719,8.310466147008697
720,10.38676887847646
721,9.066449279783711
722,9.066449279783711
723,10.38676887847646
724,11.702672692558167
725,10.38676887847646
726,8.96841805404955
727,11.702672692558167
728,-18.16137641686032
729,17.23792540470589
730,17.23792540470589
731,24.849480848321377
732,24.849480848321377
733,51.156676874339524
734,51.156676874339524
735,49.01334637861288
736,43.69513258717279
737,43.69513258717279
738,43.10420844439082
739,43.10420844439082
740,24.124501177021642
741,15.481108604290938
742,27.485704261095833
743,-3.8132563573778384
744,80.20063157531929
745,57.25905441798639
746,57.25905441798639
747,50.00833608670388
748,30.391937710661523
749,53.039705519920346
750,57.25905441798639
751,55.57459226032685
752,213.2712706258745
753,236.67910390561653
754,196.7959782421869
755,196.7959782421869
756,292.9023289717678
757,292.9023289717678
758,322.8314851268816
759,347.4154152972808
760,347.4154152972808
761,338.253502342298
762,349.3763911790446
763,332.14103332487383
764,319.9864265116202
765,314.57760633229435
766,295.97012618950447
767,301.53092736161716
768,263.60940434470854
769,240.3456165322138
770,251.37789898107462
771,223.57957297146393
772,208.038548061074
773,207.08237102134805
774,190.4036775196246
775,224.94182447396167
776,211.3746552846943
777,217.03315423563828
778,221.62268141670623
779,233.24258256171524
780,242.8532087395154
781,271.24988372975645
782,276.3054197576115
783,298.7672802306518
784,302.36293701201157
785,281.9981784988901
786,299.7343857127075
787,279.2850565357354
788,260.9251572052118
789,205.0241427942224
790,228.45752453392936
791,208.0005232434869
792,132.2542309132881
793,158.22138905542437
794,160.19966056115794
795,160.19966056115794
796,154.00645594196936
797,151.3702325291949
798,154.00645594196936
799,162.0589243719181
800,160.73860477322535
801,141.12929778812855
802,140.30669934323683
803,130.32915121129406
804,96.53352682784849
805,64.8944091728847
806,62.84910990289222
807,64.8944091728847
808,62.25818576011025
809,37.271309332784824
810,37.271309332784824
811,37.271309332784824
812,55.96694991518751
813,33.781355890629584
814,10.64945561246708
815,41.39291133424507
816,7.8323277838559875
817,7.8323277838559875
818,17.930095483797203
819,15.956239762674613
820,22.24747560759738
821,22.24747560759738
822,12.051676681922004
823,20.104145111870736
824,16.85753393815895
825,57.17327370969434
826,83.67624785805242
827,94.77775674382315
828,127.53937600396793
829,126.22347218988621
830,157.15061813592274
831,188.97993975910794
832,184.36544484059988
833,186.34371634633348
834,149.89989980464023
835,132.71048615714886
836,118.32768179092159
837,140.7629545870976
838,160.58859164736342
839,114.37555456406541
840,118.9727538586037
841,96.5064776009524
842,96.5064776009524
843,73.20075788465267
844,73.20075788465267
845,73.20075788465267
846,58.60104272073153
847,58.60104272073153
848,84.69741279086547
849,115.81046607312058
850,158.83177484694846
851,214.6554381080466
852,225.49414110721855
853,254.1612940975288
854,268.6033259915308
855,232.391645321864
856,296.35517618971176
857,221.90615643932912
858,197.9767446063232
859,159.91693190281703
860,159.91693190281703
861,103.73238241161145
862,85.03674182920878
863,81.74256650939346
864,75.18690630936304
865,68.60476863455582
866,68.60476863455582
867,66.18267662429938
868,67.13443787941434
869,50.46667282002062
870,61.56818170579132
871,71.09098089088154
872,112.18925441854975
873,140.18636760373775
874,191.116346615889
875,191.116346615889
876,194.85156304505134
877,232.68062899034436
878,272.5222262317056
879,282.7237765522877
880,272.88636879067235
881,270.2501453778979
882,258.0032957873233
883,251.12113579961857
884,236.67910390561653
885,204.0422807888584
886,187.99053573270055
887,156.82358180116722
888,205.36260038755114
889,188.18631385504048
890,137.65589664794228
891,114.56267194472541
892,134.35730554351596
893,113.24235234603267
894,117.46170124409868
895,141.90183322287254
896,141.90183322287254
897,197.0467453484788
898,215.04575844889496
899,234.39609460947915
900,253.71101152397705
901,292.61071829634466
902,264.6729607619452
903,251.0747881112026
904,261.74292800109663
905,245.53953539905484
906,237.0323180222536
907,199.68296876125325
908,197.0467453484788
909,172.60661336970492
910,150.87505944646094
911,152.1953790451537
912,144.14291061520495
913,145.4588144292867
914,124.34386123180337
915,133.71664926044483
916,98.766060661696
917,108.13443290572643
918,100.08196447577772
919,133.71664926044483
920,135.69492076617843
921,140.50077802241537
922,160.39785863155112
923,181.5128118290344
924,181.00487107844228
925,174.11829530612656
926,201.7381388173671
927,244.54142645552392
928,224.3516468362913
929,184.1663308657786
930,184.1663308657786
931,172.60661336970492
932,155.17739173671677
933,132.05316357202463
934,142.08390350770696
935,143.39980732178867
936,176.754518718901
937,165.01235355005917
938,167.64857696283363
939,186.12730674754246
940,166.32825736414088
941,165.01235355005917
942,189.4214820673578
943,188.76353016031692
944,194.32978633393992
945,150.13637193765567
946,140.10563200197336
947,160.39785863155112
948,179.3387622009609
949,161.05581053859197
950,153.00334210864327
951,213.72985463481322
952,171.2862937710122
953,282.74271055499065
954,282.74271055499065
955,291.71651750110385
956,263.2452617857417
957,244.3746423094502
958,243.27564929306232
959,258.6771145556497
960,261.6774805273909
961,228.84896162600097
962,162.31848290006312
963,174.1242913812907
964,201.0256678789502
965,213.48942826721864
966,237.41558377136522
967,248.37311722472236
968,267.90168860805477
969,269.22200820674755
970,269.66304931609454
971,303.1483126372433
972,279.0108696072959
973,279.66882151433674
974,317.1106278469527
975,278.3734696530841
976,269.2425601595766
977,255.648803293445
978,236.92819497360222
979,197.132945420657
980,219.89628735524172
981,203.66189129172466
982,169.43289791240244
983,192.22120758442725
984,196.50037114603896
985,192.54824391918277
986,195.18446733195722
987,188.2978915596415
988,189.61821115833425
989,188.81646105966803
990,166.2029530407438
991,183.2812083475203
992,179.3246653360531
993,202.41021792579963
994,236.6436270897329
995,247.09044039732208
996,253.97701616963784
997,264.934549622995
998,261.64037430317967
999,269.4509641979944
1000,277.65344378439187
1001,250.75532361559172
1002,245.22007090344403
1003,245.22007090344403
1004,158.2479351140044
1005,158.2479351140044
1006,141.35233081458713
1007,141.35233081458713
1008,65.06638798394178
1009,42.414204390071916
1010,40.83549468939137
1011,36.87895167792419
1012,59.53113527179403
1013,60.18908717883491
1014,84.41998047338531
1015,132.43305383966873
1016,164.35830872923623
1017,174.2452504732932
1018,190.92394397501664
1019,217.0064289668568
1020,256.4297631340657
1021,265.8025511627072
1022,257.2629412106174
1023,253.79353972129127
1024,261.82545619841085
1025,247.37599946656042
1026,244.42516747726083
1027,191.88012101474257
1028,192.53807292178342
1029,186.97181674816045
1030,148.77860824390066
1031,153.57901049862727
1032,132.39594761545746
1033,143.36115318228497
1034,147.97564810079302
1035,105.71473824435115
1036,82.76874530240723
1037,81.4528414883255
1038,112.5658947705806
1039,151.74186799143064
1040,179.44958761315556
1041,214.48520844567165
1042,219.41431194070483
1043,251.19298924347117
1044,255.46414083146354
1045,277.46382751980286
1046,292.34690052315193
1047,294.2019257900893
1048,320.95003480244065
1049,307.6500872843832
1050,292.7670142810341
1051,277.6289356275704
1052,214.79981702219678
1053,219.41431194070483
1054,190.2364388046267
1055,145.28982067074318
1056,106.32308613411669
1057,80.74086977939827
1058,79.42496596531655
1059,55.16306920929085
1060,50.548574290782796
1061,55.16306920929085
1062,79.42496596531655
1063,103.68686272134222
1064,175.79882269523566
1065,194.48679116416795
1066,209.1201853958989
1067,262.66851147433005
1068,285.6350563691031
1069,260.93979061720074
1070,214.54385525092155
1071,236.4919865249565
1072,232.68545466993808
1073,252.84097449883606
1074,231.07574150778225
1075,229.75542190908953
1076,210.44050499459163
1077,181.2626318585135
1078,137.21922861867796
1079,139.73644433647894
1080,121.55762666258018
1081,112.18925441854975
1082,130.93041469122164
1083,106.69952139667126
1084,91.39633463544001
1085,91.39633463544001
1086,72.70069405303734
1087,101.54608226609578
1088,122.5613678484097
1089,123.88168744710244
1090,196.82983455078494
1091,221.93233422121068
1092,221.93233422121068
1093,282.2128091308978
1094,273.50981363175663
1095,270.21563831194135
1096,263.62287188769966
1097,250.7043625525787
1098,211.985917673757
1099,209.34969426098255
1100,150.5628968182087
1101,131.86725623580605
1102,106.03977689408055
1103,136.14908899050616
1104,102.52414686894662
1105,101.2082430548649
1106,102.52414686894662
1107,107.11233843971877
1108,118.60924062155351
1109,113.70068907934942
1110,111.06446566657496
1111,185.60873724751593
1112,165.81410364872536
1113,197.84849544714498
1114,249.75888429712086
1115,282.7237765522877
1116,314.20538817812064
1117,310.7208897374757
1118,312.04120933616844
1119,299.6130978520479
1120,207.79504011761242
1121,239.8719425530639
1122,215.78060890631605
1123,192.21533963227688
1124,187.60526049837983
1125,164.89372125372145
1126,145.5218770191476
1127,207.00437267809258
1128,160.2478474751024
1129,153.3922751642619
1130,96.93158734758772
1131,70.5786243556784
1132,69.26272054159668
1133,111.5313025115089
1134,92.83566192910622
1135,181.59354743079882
1136,203.58010700415747
1137,221.21497754560684
1138,239.21399064602303
1139,276.7933778196979
1140,270.984995835319
1141,270.984995835319
1142,272.30531543401173
1143,291.17151912569227
1144,285.3599999650622
1145,282.7237765522877
1146,260.05846584343715
1147,241.1878463671456
1148,242.50816596583834
1149,205.15881670483796
1150,210.4312635303869
1151,187.15980360442182
1152,187.15980360442182
1153,187.15980360442182
1154,144.43671996327902
1155,117.95128871451266
1156,113.99474570304545
1157,126.00375714446137
1158,74.50590100840468
1159,115.40814913811099
1160,166.2269206917729
1161,224.71248394862428
1162,211.985917673757
1163,245.37872392329018
1164,287.58783108980566
1165,318.52264914931254
1166,318.52264914931254
1167,340.5892354788971
1168,328.969334333888
1169,322.28898819255835
1170,324.267259698292
1171,314.01948084190207
1172,257.42224243066266
1173,246.34582940534585
1174,228.72408597887716
1175,231.3603093916516
1176,215.9975197040099
1177,257.7863849896295
1178,239.60913666646508
1179,215.64872137198384
1180,199.62356399269026
1181,218.68009080520036
1182,197.64970827156768
1183,188.48012320311454
1184,196.17188264374406
1185,235.31685240311882
1186,279.7729445629881
1187,287.608502195243
1188,291.85443877017326
1189,264.27339895689215
1190,281.8236988344909
1191,307.374911727734
1192,295.8109817816404
1193,272.84443688686736
1194,263.62287188769966
1195,181.85597791876188
1196,193.60255887221473
1197,138.87046378965604
1198,160.47859423331553
1199,119.07141440625445
1200,116.10427542119464
1201,118.74049883396911
1202,94.47860207794345
1203,114.49456225903886
1204,115.81046607312058
1205,114.49456225903886
1206,136.95642273207912
1207,142.49167544422687
1208,165.68293137317792
1209,189.46511144491092
1210,229.71349000528454
1211,229.71349000528454
1212,258.40723067245904
1213,249.30908915287583
1214,262.62657957052505
1215,271.9743998617264
1216,280.1768794481238
1217,275.26857518154173
1218,250.62499296695756
1219,228.39317040659182
1220,229.71349000528454
1221,193.86269556572512
1222,173.42323717487443
1223,146.27543823445617
1224,147.59575783314892
1225,123.81357776141591
1226,121.17735434864144
1227,121.17735434864144
1228,114.98414972945285
1229,90.18863563985637
1230,133.18195000544634
1231,135.8181734182208
1232,134.5022696041391
1233,112.44101015305118
1234,165.89600511948757
1235,168.53222853226202
1236,214.43502370587146
1237,227.01779178911337
1238,232.58404796273638
1239,233.24199986977723
1240,232.58404796273638
1241,232.58404796273638
1242,219.26655754508715
1243,217.9462379463944
1244,189.48253519189444
1245,165.45509213315432
1246,130.47882695142678
1247,131.79914655011953
1248,103.78910859869285
1249,101.15288518591838
1250,103.78910859869285
1251,103.78910859869285
1252,96.93795207246339
1253,102.35419708963764
1254,107.23149789474452
1255,103.27495488327732
1256,133.71692914351087
1257,207.20147297594
1258,295.85365513842805
1259,299.53388258363844
1260,330.82958687325277
1261,334.8379325746463
1262,351.9963427606624
1263,363.19918831880113
1264,366.06986542886114
1265,350.11615159843745
1266,347.47992818566297
1267,227.31221643656954
1268,259.48895425907506
1269,222.49281911471184
1270,210.49564829575533
1271,166.4522450559198
1272,187.83959504305722
1273,146.43241521599614
1274,125.91873388109974
1275,109.74055629212002
1276,154.8802769420089
1277,154.8802769420089
1278,177.59181618666727
1279,240.10627709774127
1280,279.0167931598304
1281,297.04680972172184
1282,304.1786484810447
1283,332.68069336358747
1284,338.61109209617723
1285,375.96044135717756
1286,370.2600805372623
1287,377.51079886854484
1288,374.64012175848484
1289,323.01826449586093
1290,321.6979448971682
1291,268.35306905454735
1292,268.35306905454735
1293,250.35405595413118
1294,230.27874012224726
1295,198.08737389944716
1296,158.1744522618242
1297,125.93685750321626
1298,125.93685750321626
1299,138.0852513516465
1300,142.88565360637315
1301,161.8575606372582
1302,176.58353109321294
1303,132.24631850530335
1304,147.82601899063891
1305,173.80350948881318
1306,173.80350948881318
1307,167.21515884918253
1308,205.50639857917648
1309,210.771420566877
1310,228.77043366729316
1311,230.08633748137487
1312,251.8559862570397
1313,257.0690283140256
1314,246.46029319269454
1315,221.5791201045736
1316,209.11535971630516
1317,188.48012320311454
1318,199.16881504583773
1319,171.2862937710122
1320,192.21671971987462
1321,208.32165657977205
1322,188.06043341166952
1323,188.06043341166952
1324,151.54426222722086
1325,152.8601660413026
1326,152.8601660413026
1327,118.840077899301
1328,157.0795149393686
1329,163.66786557899923
1330,182.1775988251833
1331,183.0570054375428
1332,231.5960240239267
1333,267.6250536862343
1334,288.26029019942496
1335,309.171793161098
1336,318.1036682034062
1337,290.7568348117887
1338,277.41366781116074
1339,258.0677474351875
1340,273.90245357063776
1341,243.15970669439838
1342,213.38010012581668
1343,228.95980061115225
1344,199.9526097369601
1345,197.31638632418566
1346,191.38598759159586
1347,197.31638632418566
1348,165.55850824987036
1349,146.8628676674677
1350,175.8062871062603
1351,208.76560520730862
1352,239.2075794675422
1353,226.26410239498108
1354,259.11342052482206
1355,255.1612932979659
1356,326.1561366333549
1357,342.38611691226095
1358,351.45767075497986
